Handle,Title,Variant Option Name,Variant Option Value,Configurator Payload Example
wet-suit-bc-703,Wet Suit- BC-0703,Size,Large,"{ productHandle: 'wet-suit-bc-703', size: 'Large' }"
wet-suit-bc-703,Wet Suit- BC-0703,Size,X-Large,"{ productHandle: 'wet-suit-bc-703', size: 'X-Large' }"
wet-suit-bc-703,Wet Suit- BC-0703,Size,2XL,"{ productHandle: 'wet-suit-bc-703', size: '2XL' }"
wet-suit-bc-703,Wet Suit- BC-0703,Size,3XL,"{ productHandle: 'wet-suit-bc-703', size: '3XL' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,Small,"{ productHandle: 'wet-suit-bc-0703', size: 'Small' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,Medium,"{ productHandle: 'wet-suit-bc-0703', size: 'Medium' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,Large,"{ productHandle: 'wet-suit-bc-0703', size: 'Large' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,X-Large,"{ productHandle: 'wet-suit-bc-0703', size: 'X-Large' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,2XL,"{ productHandle: 'wet-suit-bc-0703', size: '2XL' }"
wet-suit-bc-0703,Wet Suit- BC-0703,Size,3XL,"{ productHandle: 'wet-suit-bc-0703', size: '3XL' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,Small,"{ productHandle: 'wet-suit-bc-0702', size: 'Small' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,Medium,"{ productHandle: 'wet-suit-bc-0702', size: 'Medium' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,Large,"{ productHandle: 'wet-suit-bc-0702', size: 'Large' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,X-Large,"{ productHandle: 'wet-suit-bc-0702', size: 'X-Large' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,2XL,"{ productHandle: 'wet-suit-bc-0702', size: '2XL' }"
wet-suit-bc-0702,Wet Suit- BC-0702,Size,3XL,"{ productHandle: 'wet-suit-bc-0702', size: '3XL' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,Small,"{ productHandle: 'wet-suit-bc-0700', size: 'Small' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,Medium,"{ productHandle: 'wet-suit-bc-0700', size: 'Medium' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,Large,"{ productHandle: 'wet-suit-bc-0700', size: 'Large' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,X-Large,"{ productHandle: 'wet-suit-bc-0700', size: 'X-Large' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,2XL,"{ productHandle: 'wet-suit-bc-0700', size: '2XL' }"
wet-suit-bc-0700,Wet Suit- BC-0700,Size,3XL,"{ productHandle: 'wet-suit-bc-0700', size: '3XL' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,Small,"{ productHandle: 'wet-suit-bc-0699', size: 'Small' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,Medium,"{ productHandle: 'wet-suit-bc-0699', size: 'Medium' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,Large,"{ productHandle: 'wet-suit-bc-0699', size: 'Large' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,X-Large,"{ productHandle: 'wet-suit-bc-0699', size: 'X-Large' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,2XL,"{ productHandle: 'wet-suit-bc-0699', size: '2XL' }"
wet-suit-bc-0699,Wet Suit- BC-0699,Size,3XL,"{ productHandle: 'wet-suit-bc-0699', size: '3XL' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,Small,"{ productHandle: 'wet-suit-bc-0698', size: 'Small' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,Medium,"{ productHandle: 'wet-suit-bc-0698', size: 'Medium' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,Large,"{ productHandle: 'wet-suit-bc-0698', size: 'Large' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,X-Large,"{ productHandle: 'wet-suit-bc-0698', size: 'X-Large' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,2XL,"{ productHandle: 'wet-suit-bc-0698', size: '2XL' }"
wet-suit-bc-0698,Wet Suit- BC-0698,Size,3XL,"{ productHandle: 'wet-suit-bc-0698', size: '3XL' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,Small,"{ productHandle: 'wet-suit-product-code-bc-0697', size: 'Small' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,Medium,"{ productHandle: 'wet-suit-product-code-bc-0697', size: 'Medium' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,Large,"{ productHandle: 'wet-suit-product-code-bc-0697', size: 'Large' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,X-Large,"{ productHandle: 'wet-suit-product-code-bc-0697', size: 'X-Large' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,2XL,"{ productHandle: 'wet-suit-product-code-bc-0697', size: '2XL' }"
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,Size,3XL,"{ productHandle: 'wet-suit-product-code-bc-0697', size: '3XL' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,Small,"{ productHandle: 'wet-suit-bc-0696', size: 'Small' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,Medium,"{ productHandle: 'wet-suit-bc-0696', size: 'Medium' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,Large,"{ productHandle: 'wet-suit-bc-0696', size: 'Large' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,X-Large,"{ productHandle: 'wet-suit-bc-0696', size: 'X-Large' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,2XL,"{ productHandle: 'wet-suit-bc-0696', size: '2XL' }"
wet-suit-bc-0696,Wet Suit- BC-0696,Size,3XL,"{ productHandle: 'wet-suit-bc-0696', size: '3XL' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,Small,"{ productHandle: 'wet-suit-bc-0695', size: 'Small' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,Medium,"{ productHandle: 'wet-suit-bc-0695', size: 'Medium' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,Large,"{ productHandle: 'wet-suit-bc-0695', size: 'Large' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,X-Large,"{ productHandle: 'wet-suit-bc-0695', size: 'X-Large' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,2XL,"{ productHandle: 'wet-suit-bc-0695', size: '2XL' }"
wet-suit-bc-0695,Wet Suit- BC-0695,Size,3XL,"{ productHandle: 'wet-suit-bc-0695', size: '3XL' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,Small,"{ productHandle: 'wet-suit-bc-0694', size: 'Small' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,Medium,"{ productHandle: 'wet-suit-bc-0694', size: 'Medium' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,Large,"{ productHandle: 'wet-suit-bc-0694', size: 'Large' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,X-Large,"{ productHandle: 'wet-suit-bc-0694', size: 'X-Large' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,2XL,"{ productHandle: 'wet-suit-bc-0694', size: '2XL' }"
wet-suit-bc-0694,Wet Suit- BC-0694,Size,3XL,"{ productHandle: 'wet-suit-bc-0694', size: '3XL' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,Small,"{ productHandle: 'wet-suit-bc-0693', size: 'Small' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,Medium,"{ productHandle: 'wet-suit-bc-0693', size: 'Medium' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,Large,"{ productHandle: 'wet-suit-bc-0693', size: 'Large' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,X-Large,"{ productHandle: 'wet-suit-bc-0693', size: 'X-Large' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,2XL,"{ productHandle: 'wet-suit-bc-0693', size: '2XL' }"
wet-suit-bc-0693,Wet Suit- BC-0693,Size,3XL,"{ productHandle: 'wet-suit-bc-0693', size: '3XL' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,Small,"{ productHandle: 'wet-suit-bc-0692', size: 'Small' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,Medium,"{ productHandle: 'wet-suit-bc-0692', size: 'Medium' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,Large,"{ productHandle: 'wet-suit-bc-0692', size: 'Large' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,X-Large,"{ productHandle: 'wet-suit-bc-0692', size: 'X-Large' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,2XL,"{ productHandle: 'wet-suit-bc-0692', size: '2XL' }"
wet-suit-bc-0692,Wet Suit- BC-0692,Size,3XL,"{ productHandle: 'wet-suit-bc-0692', size: '3XL' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,Small,"{ productHandle: 'wet-suit-bc-0691', size: 'Small' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,Medium,"{ productHandle: 'wet-suit-bc-0691', size: 'Medium' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,Large,"{ productHandle: 'wet-suit-bc-0691', size: 'Large' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,X-Large,"{ productHandle: 'wet-suit-bc-0691', size: 'X-Large' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,2XL,"{ productHandle: 'wet-suit-bc-0691', size: '2XL' }"
wet-suit-bc-0691,Wet Suit- BC-0691,Size,3XL,"{ productHandle: 'wet-suit-bc-0691', size: '3XL' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,Small,"{ productHandle: 'wet-suit-bc-0690', size: 'Small' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,Medium,"{ productHandle: 'wet-suit-bc-0690', size: 'Medium' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,Large,"{ productHandle: 'wet-suit-bc-0690', size: 'Large' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,X-Large,"{ productHandle: 'wet-suit-bc-0690', size: 'X-Large' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,2XL,"{ productHandle: 'wet-suit-bc-0690', size: '2XL' }"
wet-suit-bc-0690,Wet Suit- BC-0690,Size,3XL,"{ productHandle: 'wet-suit-bc-0690', size: '3XL' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,Small,"{ productHandle: 'wet-suit-bc-0689', size: 'Small' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,Medium,"{ productHandle: 'wet-suit-bc-0689', size: 'Medium' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,Large,"{ productHandle: 'wet-suit-bc-0689', size: 'Large' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,X-Large,"{ productHandle: 'wet-suit-bc-0689', size: 'X-Large' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,2XL,"{ productHandle: 'wet-suit-bc-0689', size: '2XL' }"
wet-suit-bc-0689,Wet Suit- BC-0689,Size,3XL,"{ productHandle: 'wet-suit-bc-0689', size: '3XL' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,Small,"{ productHandle: 'wet-suit-bc-0688', size: 'Small' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,Medium,"{ productHandle: 'wet-suit-bc-0688', size: 'Medium' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,Large,"{ productHandle: 'wet-suit-bc-0688', size: 'Large' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,X-Large,"{ productHandle: 'wet-suit-bc-0688', size: 'X-Large' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,2XL,"{ productHandle: 'wet-suit-bc-0688', size: '2XL' }"
wet-suit-bc-0688,Wet Suit- BC-0688,Size,3XL,"{ productHandle: 'wet-suit-bc-0688', size: '3XL' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,Small,"{ productHandle: 'wet-suit-bc-0687', size: 'Small' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,Medium,"{ productHandle: 'wet-suit-bc-0687', size: 'Medium' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,Large,"{ productHandle: 'wet-suit-bc-0687', size: 'Large' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,X-Large,"{ productHandle: 'wet-suit-bc-0687', size: 'X-Large' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,2XL,"{ productHandle: 'wet-suit-bc-0687', size: '2XL' }"
wet-suit-bc-0687,Wet Suit- BC-0687,Size,3XL,"{ productHandle: 'wet-suit-bc-0687', size: '3XL' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,Small,"{ productHandle: 'wet-suit-bc-0686', size: 'Small' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,Medium,"{ productHandle: 'wet-suit-bc-0686', size: 'Medium' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,Large,"{ productHandle: 'wet-suit-bc-0686', size: 'Large' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,X-Large,"{ productHandle: 'wet-suit-bc-0686', size: 'X-Large' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,2XL,"{ productHandle: 'wet-suit-bc-0686', size: '2XL' }"
wet-suit-bc-0686,Wet Suit- BC-0686,Size,3XL,"{ productHandle: 'wet-suit-bc-0686', size: '3XL' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,Small,"{ productHandle: 'wet-suit-bc-0685', size: 'Small' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,Medium,"{ productHandle: 'wet-suit-bc-0685', size: 'Medium' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,Large,"{ productHandle: 'wet-suit-bc-0685', size: 'Large' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,X-Large,"{ productHandle: 'wet-suit-bc-0685', size: 'X-Large' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,2XL,"{ productHandle: 'wet-suit-bc-0685', size: '2XL' }"
wet-suit-bc-0685,Wet Suit- BC-0685,Size,3XL,"{ productHandle: 'wet-suit-bc-0685', size: '3XL' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,Small,"{ productHandle: 'microfiber-tops-bc-0363', size: 'Small' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0363', size: 'Medium' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,Large,"{ productHandle: 'microfiber-tops-bc-0363', size: 'Large' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0363', size: 'X-Large' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0363', size: '2XL' }"
microfiber-tops-bc-0363,Wet Suit- BC-0684,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0363', size: '3XL' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,Small,"{ productHandle: 'microfiber-tops-bc-0364', size: 'Small' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0364', size: 'Medium' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,Large,"{ productHandle: 'microfiber-tops-bc-0364', size: 'Large' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0364', size: 'X-Large' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0364', size: '2XL' }"
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0364', size: '3XL' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,Small,"{ productHandle: 'microfiber-tops-bc-0365', size: 'Small' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0365', size: 'Medium' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,Large,"{ productHandle: 'microfiber-tops-bc-0365', size: 'Large' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0365', size: 'X-Large' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0365', size: '2XL' }"
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0365', size: '3XL' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,Small,"{ productHandle: 'microfiber-tops-bc-0216', size: 'Small' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0216', size: 'Medium' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,Large,"{ productHandle: 'microfiber-tops-bc-0216', size: 'Large' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0216', size: 'X-Large' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0216', size: '2XL' }"
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0216', size: '3XL' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,Small,"{ productHandle: 'microfiber-tops-bc-0217', size: 'Small' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0217', size: 'Medium' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,Large,"{ productHandle: 'microfiber-tops-bc-0217', size: 'Large' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0217', size: 'X-Large' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0217', size: '2XL' }"
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0217', size: '3XL' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,Small,"{ productHandle: 'microfiber-tops-bc-0218', size: 'Small' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0218', size: 'Medium' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,Large,"{ productHandle: 'microfiber-tops-bc-0218', size: 'Large' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0218', size: 'X-Large' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0218', size: '2XL' }"
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0218', size: '3XL' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,Small,"{ productHandle: 'microfiber-tops-bc-0219', size: 'Small' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0219', size: 'Medium' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,Large,"{ productHandle: 'microfiber-tops-bc-0219', size: 'Large' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0219', size: 'X-Large' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0219', size: '2XL' }"
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0219', size: '3XL' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,Small,"{ productHandle: 'microfiber-tops-bc-0220', size: 'Small' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0220', size: 'Medium' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,Large,"{ productHandle: 'microfiber-tops-bc-0220', size: 'Large' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0220', size: 'X-Large' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0220', size: '2XL' }"
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0220', size: '3XL' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,Small,"{ productHandle: 'microfiber-tops-bc-0221', size: 'Small' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0221', size: 'Medium' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,Large,"{ productHandle: 'microfiber-tops-bc-0221', size: 'Large' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0221', size: 'X-Large' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0221', size: '2XL' }"
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0221', size: '3XL' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,X-Small,"{ productHandle: 'microfiber-tops-bc-0222', size: 'X-Small' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,Small,"{ productHandle: 'microfiber-tops-bc-0222', size: 'Small' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0222', size: 'Medium' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,Large,"{ productHandle: 'microfiber-tops-bc-0222', size: 'Large' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0222', size: 'X-Large' }"
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0222', size: '2XL' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,Small,"{ productHandle: 'microfiber-tops-bc-0223', size: 'Small' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0223', size: 'Medium' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,Large,"{ productHandle: 'microfiber-tops-bc-0223', size: 'Large' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0223', size: 'X-Large' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0223', size: '2XL' }"
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0223', size: '3XL' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,Small,"{ productHandle: 'microfiber-tops-bc-0224', size: 'Small' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0224', size: 'Medium' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,Large,"{ productHandle: 'microfiber-tops-bc-0224', size: 'Large' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0224', size: 'X-Large' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0224', size: '2XL' }"
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0224', size: '3XL' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,Small,"{ productHandle: 'microfiber-tops-bc-0225', size: 'Small' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,Medium,"{ productHandle: 'microfiber-tops-bc-0225', size: 'Medium' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,Large,"{ productHandle: 'microfiber-tops-bc-0225', size: 'Large' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,X-Large,"{ productHandle: 'microfiber-tops-bc-0225', size: 'X-Large' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,2XL,"{ productHandle: 'microfiber-tops-bc-0225', size: '2XL' }"
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,Size,3XL,"{ productHandle: 'microfiber-tops-bc-0225', size: '3XL' }"
