Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Activity (product.metafields.shopify.activity),Age group (product.metafields.shopify.age-group),Color (product.metafields.shopify.color-pattern),Neckline (product.metafields.shopify.neckline),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
wind-breaker-bc-0708,Wind Breaker- BC-0708,"",Besu Customs,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,Wind Breaker,Coats,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_winder_breaker_003.jpg?v=1752472605,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wind-breaker-bc-0707,Wind Breaker- BC-0707,"",Besu Customs,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,Wind Breaker,Coats,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_winder_breaker_002.jpg?v=1752472147,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wind-breaker-bc-0706,Wind Breaker- BC-0706,"",Besu Customs,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Windbreakers,Wind Breaker,Coats,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_winder_breaker_001.jpg?v=1752471727,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0705,Wet Suit- BC-0705,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00122.jpg?v=1752471250,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-703,Wet Suit- BC-0703,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00121.jpg?v=1752471145,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0703,Wet Suit- BC-0703,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00120.jpg?v=1752470979,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0702,Wet Suit- BC-0702,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00119.jpg?v=1752470849,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0700,Wet Suit- BC-0700,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00117.jpg?v=1752470679,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0699,Wet Suit- BC-0699,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00116.jpg?v=1752470541,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0698,Wet Suit- BC-0698,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00115.jpg?v=1752470381,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-product-code-bc-0697,Wet Suit- BC-0697,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00114.jpg?v=1752465546,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0696,Wet Suit- BC-0696,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00113.jpg?v=1752460539,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0695,Wet Suit- BC-0695,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00112.jpg?v=1752459558,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0694,Wet Suit- BC-0694,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00111.jpg?v=1752459323,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0693,Wet Suit- BC-0693,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_00110.jpg?v=1752459028,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0692,Wet Suit- BC-0692,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0019.jpg?v=1752458219,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0691,Wet Suit- BC-0691,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0018.jpg?v=1752457973,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0690,Wet Suit- BC-0690,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0017.jpg?v=1752457558,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0689,Wet Suit- BC-0689,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0016.jpg?v=1752457352,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0688,Wet Suit- BC-0688,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Full Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0015.jpg?v=1752456997,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0687,Wet Suit- BC-0687,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0014.jpg?v=1752173290,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0686,Wet Suit- BC-0686,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0013.jpg?v=1752172735,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
wet-suit-bc-0685,Wet Suit- BC-0685,"",Besu Customs,Sporting Goods > Outdoor Recreation > Boating & Water Sports > Boating & Water Sport Apparel > Wetsuits > Shorty Wetsuits,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0012.jpg?v=1752120148,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0363,Wet Suit- BC-0684,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,Wet Suit,Dive,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_wet_suit_0011.jpg?v=1752119444,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0364,Microfiber Tops- BC-0364,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_mma_rash_guard_004.jpg?v=1752082037,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0365,Microfiber Tops- BC-0365,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0017_500333b4-e6ab-4dba-914d-a9d9e5becb77.jpg?v=1752081035,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0216,Microfiber Tops- BC-0216,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_001.jpg?v=1752080028,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0217,Microfiber Tops- BC-0217,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_002.jpg?v=1752079774,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0218,Microfiber Tops- BC-0218,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_003.jpg?v=1752079636,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0219,Microfiber Tops- BC-0219,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_004.jpg?v=1752079449,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0220,Microfiber Tops- BC-0220,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_005-600x819.jpg?v=1752077840,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0221,Microfiber Tops- BC-0221,"",Besu Customs,Sporting Goods > Athletics > Boxing & Martial Arts > Boxing & Martial Arts Protective Gear > Boxing & Martial Arts Body Protectors,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_006.jpg?v=1752035780,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0222,Microfiber Tops- BC-0222,"",Besu Customs,Apparel & Accessories > Clothing > Clothing Tops > Blouses,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_007.jpg?v=1752035493,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0223,Microfiber Tops- BC-0223,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_008.jpg?v=1752035281,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0224,Microfiber Tops- BC-0224,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Tank Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_009.jpg?v=1752034723,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0225,Microfiber Tops- BC-0225,"",Besu Customs,Apparel & Accessories > Clothing > Clothing Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0010.jpg?v=1752034581,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0226,Microfiber Tops- BC-0226,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0011.jpg?v=1752034037,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0227,Microfiber Tops- BC-0227,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Crop Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0012.jpg?v=1752033856,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0228,Microfiber Tops- BC-0228,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > Tank Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0013.jpg?v=1752033597,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0229,Microfiber Tops- BC-0229,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0014.jpg?v=1752033390,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0230,Microfiber Tops- BC-0230,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0015.jpg?v=1752033188,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0231,Microfiber Tops- BC-0231,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0016.jpg?v=1752032773,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0232,Microfiber Tops- BC-0232,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0017.jpg?v=1752032469,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0233,Microfiber Tops- BC-0233,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0018.jpg?v=1752032191,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0234,Microfiber Tops- BC-0234,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops > T-Shirts,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0019.jpg?v=1752032010,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0235,Microfiber Tops- BC-0235,"",Besu Customs,Apparel & Accessories > Clothing > Clothing Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0020.jpg?v=1752019706,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
microfiber-tops-bc-0236,Microfiber Tops- BC-0236,"",Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Tops,Microfiber Tops,MMA Gear,false,Title,Default Title,,,,,,,,,0.0,shopify,deny,manual,0.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/xhs_gw_rushg_0021.jpg?v=1752019411,1,"",false,,,,,,,,,,,,lb,,,true,,,true,,,draft
teacher-hoddie,Teacher Hoddie,<p>Black Hoodie (long sleeve) with Hood for TEACHERS at Shenandoah Middle School</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,tshirt,Shenandoah Middle,true,Size,adult-small,product.metafields.shopify.size,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-Hoodie-Black.jpg?v=1752018593,1,"",false,,,,,black,hooded,adult-small; adult-medium; adult-large; adult-extra-large; adult-2-xl,,unisex,,,lb,,,true,,,true,,,active
teacher-hoddie,,,,,,,,,adult-medium,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddie,,,,,,,,,adult-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddie,,,,,,,,,adult-extra-large,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-hoddie,,,,,,,,,adult-2-xl,,,,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,
teacher-polo-shirt,Teacher Polo Shirt,<p>Polo TShirt for TEACHERS at Shenandoah Middle School</p>,Besu Customs,Apparel & Accessories > Clothing > Activewear > Activewear Sweatshirts & Hoodies > Hoodies,tshirt,Shenandoah Middle,true,Size,adult-small,product.metafields.shopify.size,Color,black,product.metafields.shopify.color-pattern,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,1,"",false,,,,,black; gray; purple,,adult-small; adult-medium; adult-large; adult-extra-large; adult-2-xl,,unisex,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,lb,,,true,,,true,,,active
teacher-polo-shirt,,,,,,,,,adult-small,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,2,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-small,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,3,"",,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-medium,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-medium,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-medium,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-large,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-large,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-large,,,purple,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Purple.jpg?v=1752018059,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-extra-large,,,black,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Black.jpg?v=1752018060,lb,,,,,,,,,
teacher-polo-shirt,,,,,,,,,adult-extra-large,,,gray,,,,,,0.0,shopify,continue,manual,35.00,,true,true,,,,,"",,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0894/7436/7766/files/ShenandoahTEACHER-PoloTShirt-Gray.jpg?v=1752018059,lb,,,,,,,,,
